id,headword,normalized_headword,pos,pos_tag,etymology,definition,gloss_ru,examples,source,page,notes
4964,ɔkʰla,ɔkhla,,,Bad OIA wordátra?,adjlocal,здешний,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4965,ɔɭna,ɔɭna,VERB,,Bad OIA*avalalati,stnd1) fall,падать girna2) flowтечь 3) dropкапать 4) hailсыпаться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4966,ɔɳɖɳɑ,ɔɳɖɳɑ,,,OIA*haṇṭ,viwalk,ходить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4967,ɔɳəkʰ,ɔɳəkh,,,"Himachali, Accent issue, Suspicious IA etymology, неопознанный индоарийский язык, где kṣ>khkh IA language anakṣá? **anakheda?",n3_f-V1) tiredness,усталость 2) laziness лень,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4968,ɔpəɽna,ɔpəɽna,,,"Accent issue, Suspicious IA etymology *āˊ(p",pūrayati ) vifind room find room,помещаться4 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4969,ɔr,ɔr,,,OIAápara,1) conjand,и2) pro-advelseеще 3) pro-adjotherдругой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4970,ɔɽ,ɔɽ,NOUN,5_f-Cjoint,"Bad OIA, Suspicious IA etymology árdati *aḍ",pain,боль в суставах joṛõ mẽ dard,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4971,ɔɽʰ,ɔɽh,NOUN,4_m-C,"Bad OIA, Accent issue*avaḍḍhāla",flood,наводнение,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4972,ɔtra,ɔtra,,,Punjabiautara < apútra,adjchildless,бесплодный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4973,ɔtʰi,ɔthi,,,OIAásti,auxNEG.COP2 NEG.COP2,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4974,ɔtʃʰi,ɔtʃhi,NOUN,3_f-Veyeглаз,OIAákṣi,ãkh,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4975,ɔtʃʰu,ɔtʃhu,NOUN,2_m-V,OIAáśru X akṣi,tear,слеза,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4976,ɔʈʰ,ɔʈh,NUM,,OIAaṣṭāˊ,eight,восемь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4977,ɔʈʰwa,ɔʈhwa,,,OIAaṣṭamá,ordnumeighth,восьмой P p pahrna vtbrush причёсывать(ся) kā̃ghī karna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4978,pahʈi,pahʈi,NOUN,3_f-V1),Engparty,party,группа 2) party вечеринка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4979,paltu,paltu,,,pāltū < pāláyati,adjathem. tame,ручной,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4980,paɭa,paɭa,NOUN,1_m-a,"Cr assimilation IA language, Accent issue prālēya",frost-dew,иней,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4981,paɭna,paɭna,,,OIApāláyati,vt1) keep,держать 2) breedразводить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4982,panga,panga,,,Cr assimilation IA language †*prāṅka,n1_m-a branch,ветка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4983,pangi,pangi,NOUN,3_f-Vbranchветка,Cr assimilation IA language †*prāṅka,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4984,pantʃʰi,pantʃhi,NOUN,3_f-Vbirdптица,Bad OIA wordpakṣín,paɳavtget,получать paɳɖət n 4_m-C pandit пандит,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4985,paɳi,paɳi,,,OIApānī́ya,n2_m-V water,вода,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4986,pap,pap,NOUN,4_m-C,"Skr, Hin pāpá",sin,грех papan 1_m-a fatherотец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4987,paʃəɽ,paʃəɽ,NOUN,7_f-ibody,OIA*pārśvapuṭaka,side,бок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4988,patʰər,pathər,NOUN,4_m-C,Hinpatthar < prastará,stone,камень,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4989,pauɳa,pauɳa,NOUN,1_m-a,Punjabi pāhuṇā  < prāhuṇa,guest,гость1 15 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4990,pauɳi,pauɳi,NOUN,3_f-Vguest,Punjabi pāhuṇā  < prāhuṇa,(f),гостья,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4991,pɐnna,pɐnna,NOUN,1_m-a,"Hin, Unknown pannā",1) emerald,изумруд 2) name of a man мужское имя,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4992,pepər,pepər,NOUN,4_m-C,Eng paper,1) paper,газета 2) exam (written)экзамен (письменный),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4993,per,per,NOUN,4_m-C,OIA*padara,foot,стопа pernavtfill наполнять,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4994,peʈ,peʈ,NOUN,4_m-C,OIA*pēṭṭa,1) belly,живот 2) stomach желудок 3) hip бедро 4) groin пах,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4995,pewka,pewka,ADJ,,OIA*paituḥka-+gen postp,them. unmarried girl living with her parents unmarried (girl),,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4996,незамужняя,незамужняя,,,девушка,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4997,pɛhle,pɛhle,,,Hin pəhla < *prathila,1) postbefore,перед 2) advbefore раньше,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4998,pɛjɽi,pɛjɽi,,,*padaḍa,n3_f-Vsteps,ступени,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4999,pɛlək,pɛlək,,,"Pers, Hin palak",n5_f-Ceyelid,веко,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5000,pɛləm,pɛləm,NOUN,4_m-C,Eng plum,plum,слива,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5001,pɛndʰe,pɛndhe,,,Bad OIA wordupāntá °tḗ,post1) on,на2) aboveнад 3) on top of сверху 4) over через,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5002,pɛndza,pɛndza,,,"Hin, Pers panja",n1_m-a foot,ступня,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5003,pɛrna,pɛrna,NUM,,Unknown,fifty,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5004,pədzjari,pədzjari,NOUN,2_m-V,OIA†*pūjākāra MIA. *pujjāyāra-,poojari,пуджари,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5005,pədʒaɳa,pədʒaɳa,,,"Punjabi + causative < P. pujjṇā 'to arrive' < pūryátē, pūˊryatē",vtbring,доставить pəkaɳa vtbake печь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5006,pəndʒeb,pəndʒeb,NOUN,5_f-Canklet,"Unknown N paĩjani,s. Anklet. [H. paĩjan(ī",,ножной браслет,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5007,pər,pər,,,Hin par < pára,conjbut,но,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5008,pərkar,pərkar,NOUN,5_f-Ccompassesциркуль,"Hin, Pers parka ̄r",,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5009,pərmeʃwər,pərmeʃwər,,,"Hin, Skrparame śvar < parameśvara",n4_m-C god,божество pətahriɳa vih обижаться hakka-bakka rah j āna6 of 32 7/7/2023 9:54 PM pətaln 4_m-C hell ад pətjaɳa vt1) sootheуспокаивать 2) make a child be silent заставлять молчать ребёнка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5010,pətori,pətori,NOUN,3_f-Vafternoon,Unknown,food,обед,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5011,pətsiɳɖu,pətsiɳɖu,,,Bad OIA word*cimb (+pra-,) n2_m-V pinch,"щипок pəʈikɳa vijump прыгать, скакать",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5012,pəʦʰjaɳna,pəʦhjaɳna,,,OIApratyabhijānāti,vtknow,знакомиться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5013,phaʈ,phaʈ,,,Suspicious IA etymology *sphāṭyatē,n4_m-C grassland for cutting,луг для косьбы phrelɳa vtpush (a little)push (a little)  подталкивать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5014,pihər,pihər,,,*pitr̥ghara,n4_m-C parents' house (for a married woman)parents' house,дом родителей pijaɳavtmake drinkзаставлять пить pijarna vtmix смешивать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5015,pili,pili,NOUN,3_f-V1),Bad OIAsphij X plīhán,calf  (of leg),икра (ноги) 2) thigh бедро,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5016,pin,pin,NOUN,3_f-Vfontanel,Engpin,,родничок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5017,pinsəl,pinsəl,,,Eng pencil,n5_f-Cpencil,карандаш,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5018,piɳa,piɳa,,,OIApíbati,vtdrink,пить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5019,pipəɭ,pipəɭ,NOUN,4_m-C,OIApíppala,banyan tree,баньян,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5020,pipɭi,pipɭi,NOUN,3_f-Vchili,OIApippalīˊ,,чили,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5021,piʃɳa,piʃɳa,,,"OIApiṁṣáti, pēṣayati",vt1) rub to powder,растирать в порошок 2) grindмолоть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5022,pitsʰe,pitshe,,,Bad OIA word*paśca X pr̥ṣṭhá,1) postbehind,за 2) advbehindза,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5023,piʈʰ,piʈh,NOUN,7_f-iback,"Bad OIA wordpr̥ṣṭí, °ṭī́",of bodyback,спина,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5024,piʈʰa,piʈha,NOUN,1_m-a,OIApiṣṭá,white flour,белая мука,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5025,piw̃ɭa,piwɭa,ADJ,,OIA*pīvala,them. yellow,желтый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5026,pjaʃa,pjaʃa,NOUN,1_m-a,Cr assimilation IA languageprakāśá,light,свет pjaʃɳan1_m-a sunrise восход солнца,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5027,pjaz,pjaz,NOUN,4_m-C,"Hin, Pers pya ̄z < piyāz",onion,лук,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5028,popəɳ,popəɳ,NOUN,4_m-C,Bad OIA word pákṣman,eyelash,ресницы7 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5029,poɽa,poɽa,,,Unknown,"n1_m-a balcony, flat roof","балкон, плоская крыша",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5030,poʃ,poʃ,NOUN,4_m-C,OIApauṣá,"Posh, name of month (December-January) Posh",пош,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5031,potri,potri,NOUN,3_f-Vgranddaughter,Punjabipotri < pautrī,son's daughter,"внучка, дочь сына",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5032,potru,potru,,,Punjabi potrā < paútra,"n2_m-V grandson, son's son","внук, сын сына potʰin3_f-Vbook книга",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5033,pɔdɳa,pɔdɳa,,,OIApárdatē,vifart,пускать ветры pɔdzɳa vispring up всходить (о растениях),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5034,pɔhərna,pɔhərna,,,OIAprahara,vtlook after,присматривать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5035,pɔkɳa,pɔkɳa,,,OIApakvá,1) vtcook,готовить 2) vibakeпечься 3) viripen становиться спелым pɔndzcardnum fiveпять pɔɳavi nstndfall падать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5036,pɔpʰu,pɔphu,NOUN,2_m-V,"Bad OIA word, Dardic *sphiyapāṭa X phupphusa",shoulder blade  (body,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5037,part)лопатка,part)лопатка,,,часть тела,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5038,pɔr,pɔr,,,OIApára,advlast year,в прошлом году,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5039,pɔrʃu,pɔrʃu,,,"Bad OIA, Accent issue8815 *praśūyatē",n2_m-V 1) sweat,пот 2) perspiration потоотделение,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5040,pɔtʃa,pɔtʃa,NOUN,1_m-a,OIApáttra,leaf,"лист pɔʈn 4_m-C tiles плитка, черепица",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5041,pɔʈu,pɔʈu,NOUN,2_m-V,OIApaṭṭa,patu (traditional woolen clothing) patu,пату pɔwan 1_m-a quarterquarter четверть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5042,praiməri,praiməri,,,Eng primary,adjprimary,начальный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5043,prat,prat,NOUN,5_f-Cdish,"Bad OIA word, Punjabi parāt f< pāˊtra + met",,блюдо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5044,preg,preg,NOUN,5_f-Cnailгвоздь,Unknown Eng peg???,prekʰɳa vttaste,пробовать (еду) preɳavtend заканчивать prətiʃʈʰu n 3_f-Vcleaning ceremony церемония очищения,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5045,pritʰvi,prithvi,NOUN,3_f-Vearth,"Hin, Skr prithvī < pr̥thvīˊ",,земля,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5046,program,program,,,Eng program,n4_m-C program,программа8 of 32 7/7/2023 9:54 PM prohitn4_m-C purohit пурохит,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5047,prɔʃa,prɔʃa,NOUN,1_m-a,Bad OIA párśu,rib,ребро,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5048,pɽeʃi,pɽeʃi,NOUN,2_m-V,prativēśya,neighbour,сосед pɽʰain 3_f-Vstudy обучение,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5049,ptɛng,ptɛng,NOUN,4_m-C,Skrpataṅga,kite,воздушный змей,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5050,pudza,pudza,,,"Skr, Hin pūjāˊ",n3_f-Vpooja,пуджа pudzɳa vtworship почитать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5051,pudʒɳa,pudʒɳa,,,"Punjabipujjṇā < pūryátē, pūˊryatē",vi1) reach,достигать 2) arrive прибывать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5052,pul,pul,,,"Hin, Pers pul",n4_m-C bridge,мост,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5053,puɭa,puɭa,NOUN,5_f-Cpl,OIApūla,slippers,соломенные лапти,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5054,pundza,pundza,NOUN,1_m-a,OIA*pahuñca,claw,коготь pundzɳa vtwipeвытирать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5055,pundzu,pundzu,,,OIA*pahuñca,n2_m-V claw (small),коготь (маленький) pungn4_m-C edge край,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5056,punu,punu,,,OIApūrṇámās,n2_m-V full moon,полнолуние,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5057,puɳna,puɳna,,,OIApunāˊti,vtwinnow,веять,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5058,pura,pura,ADJ,,OIApūra,them. full,полный pūrā,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5059,putsʰn5_f-Cquestion,putshn5_f-Cquestion,,,for gur-shaman at the ceremony,Puts ceremony,церемония путс,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5060,putsʰɳa,putshɳa,VERB,,OIApr̥ccháti,stndask,спрашивать pūchna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5061,pʰaka,phaka,NOUN,1_m-a,*phakk,handful of food,пригоршня еды pʰaka marna (compensatory lenghtening IA language*phakk ) vttoss food into the mouth есть пригоршнями,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5062,pʰaɭna,phaɭna,NOUN,7_f-italkerболтунья,OIAphālayati,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5063,pʰaɳɖi,phaɳɖi,NOUN,2_m-V,Suspicious IA etymology spandatē or *phāṇṭ,talker,болтун ā kharī,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5064,pʰara,phara,ADJ,,OIAsphārá,"them. ample, extended, multiple","многочисленный, изобильный",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5065,pʰaɽa,phaɽa,NOUN,1_m-a,OIA*sphāṭa,laplap,колени pʰerna1) vtturn поворачивать pherna 2) vtwist вертеть19 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5066,pʰesla,phesla,,,"Arab, Hin faisla < fais ̣ala",n1_m-a decision,решение pʰeʈe pɔɽna vistretch out разлечься pʰeʈɛ1) advout ofза пределами 2) postout ofза пределами 3) advafterпосле pʰɛsɳaviget stuckзастрять,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5067,pʰɛʈa,phɛʈa,NOUN,1_m-a,"Bad OIA, Punjabi phaṭṭ < paṭṭa",board,доска pʰɛʈan 1_m-a slope склон,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5068,pʰəlhar,phəlhar,NOUN,4_m-C,Skrphalāhāra,c,"пециальная еда без специй, которую едят во время поста, с добавлением только каменной соли, но без белой солиspecial food for fast постная еда",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5069,pʰiləm,philəm,NOUN,5_f-C1),Eng film,film,фильм 2) video видео,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5070,pʰimpʰri,phimphri,NOUN,3_f-Vbutterfly,"Bad OIA word, Accent issue*pipphīla-",,бабочка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5071,pʰimʃi,phimʃi,NOUN,3_f-V1),Bad OIApúṣya,mole,"родинка 2) pimpleпрыщ pʰipʰɭa n 1_m-a lungs лёгкие pʰiradvthenпотом pʰiʈɳavivanish  пропадать, погибать naṣṭ hona pʰjaɽna vtunderstand понимать samajhna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5072,pʰon,phon,NOUN,4_m-C,Eng,phone,телефон,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5073,pʰɔɭ,phɔɭ,NOUN,4_m-C,OIAphála,fruit,фрукт,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5074,pʰɔɭa,phɔɭa,NOUN,1_m-a,OIAphala,plank,доска,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5075,pʰɔɭna,phɔɭna,,,OIAphálati,vifructify,плодоносить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5076,pʰɔɽəkɳa,phɔɽəkɳa,,,OIA *phaṭ,vi,дёргаться о глазе pʰɽakɳa vtwinnowwinnowвеять зерно,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5077,pʰuhal,phuhal,NOUN,4_m-C,"Bad OIA, dental sonant only IA languagepaśupāla",herdsman,пастух,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5078,pʰukɳa,phukɳa,VERB,,*phūtka,stnd1) burn,жечь 2) burn down сжигать pʰukuada nəʃan n 4_m-C burn markожог,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5079,pʰul,phul,NOUN,4_m-C,OIAphulla,flower,цветок pʰul gobi n 4_m-C cawliflower цветная капуста pʰulan 1_m-a goggle-eyesбельмоā̃kh ka rog1 210 of 32 7/7/2023 9:54 PM R r,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5080,radza,radza,NOUN,1_m-a,Skrrāˊjan,raja,раджа radzdʰani n3_f-Vcapital столица radziadjwell благополучный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5081,rag,rag,NOUN,4_m-C,Skrrāga,melody,мелодия,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5082,rahɳa,rahɳa,,,Bad OIA*rāpayati X hārayati,vtlose,терять,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5083,raks,raks,NOUN,4_m-C1),"Himachali, неопознанный индоарийский язык, где kṣ>khkh IA language, неопознанный индоарийский язык без ʃonly sibilant IA language, Skrrāks < rākṣasá",demon,демон 2) evil person злой человек 3) ghost привидение,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5084,raksəɳ,raksəɳ,NOUN,7_f-i1),"Himachali, неопознанный индоарийский язык, где kṣ>khkh IA language, неопознанный индоарийский язык без ʃonly sibilant IA language, Skrrāks < rākṣasá",demoness,"демоница 2) she-ghostпривидение женщина ramnpropRamРам ram kɛrna (Hin, Pers a ̄rām) vitake restотдыхать",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5085,rasta,rasta,NOUN,1_m-a,"Hin, Pers ra ̄stā",road,дорога resta,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5086,raʃɳa,raʃɳa,,,Bad OIAríṣyati X rahɳa,vidisappear,исчезать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5087,rat,rat,NOUN,7_f-inight,Hinrāt < rāˊtrī,,ночь rāt,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5088,rati,rati,,,"Cr assimilation IA language, Punjabi rātī < rāˊtrī",advat night,ночью,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5089,rɐkʃa,rɐkʃa,NOUN,6_f-aprotection,Skrrakṣā,,защита,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5090,reʃəm,reʃəm,NOUN,4_m-C,"Pers, Hin res ́am < rešam",silk,шёлк,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5091,ret,ret,,,Hinret < rētra,n4_m-C sand,песок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5092,reʈu,reʈu,NOUN,2_m-V,Bad OIA word araghaṭṭa,clew,клубок ниток,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5093,rɛdz,rɛdz,,,"Punjabi, Arab rājī",adjenough,достаточно,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5094,rɛg,rɛg,NOUN,5_f-C,"Hin, Pers rag",sg vein,жила,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5095,rɛkʰɳa,rɛkhɳa,,,Hin rakhna < rákṣati,vt1) save,сохранять 2) carry носить 3) keepдержать 4) putкласть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5096,rɛng,rɛng,NOUN,4_m-C,Punjabiraṅga,1) color,цвет 2) paintкраска,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5097,rɛɽkʰəɽa,rɛɽkhəɽa,,,"Bad OIA word *rakkara-/*raṅkha- X karkara cf. cf. karkaśá-, kakkhaṭa-, *kakkaṭa-², khára-",adjthem. stony,каменистый11 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5098,rɛssi,rɛssi,NOUN,3_f-Vropeверевка,"Hin, Punjabi rassi ̄ < raśmí",,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5099,rɛtsʰ,rɛtsh,NOUN,4_m-C,Punjabi racch < ráthya,weaver loom,ткацкий станок rɛʈɳavtучить наизусть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5100,rəmajəɳ,rəmajəɳ,PROPN,5_f-C,Skrrāmāyaṇa,Ramayana,"Рамаяна rəpɛjan 1_m-a rupees, money rəsakəsi n3_f-Vrope pulling перетягивание каната",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5101,rihaɳa,rihaɳa,,,OIA*hērati + caus,vtshow,"показывать rihnɳa vtprepare готовить (еду) pakāna rinɳavtcook готовить (еду) riɽəkɳa viroam бесцельно бродить, шляться vyarth gh ūmna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5102,rjast,rjast,NOUN,5_f-Ckingdom,"Arab, Pers riʼāsat, riyāsat",,царство,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5103,rjaz,rjaz,NOUN,4_m-C,"Pers, Arab riyāẓ",practice,тренировка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5104,rogi,rogi,ADJ,,OIArōgya,athem. ill,больной,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5105,rohɳa,rohɳa,,,Bad OIA*rupati,vtplant,сажать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5106,rongʈa,rongʈa,NOUN,1_m-a,OIArṓman,hair  (body hair)hair,волосы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5107,roɳa,roɳa,,,"OIArōdati, rōditi",vicry,плакать rona,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5108,ropa,ropa,NOUN,1_m-a,OIArōpya,flooded rice field,залитое водой рисовое поле roʈn 4_m-C,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5109,roʈi,roʈi,NOUN,3_f-Vroti,OIA*rōṭṭa,,роти,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5110,rɔdzɳa,rɔdzɳa,,,OIArajyatē,vistndbe full up,быть сытым rɔ̃gn 4_m-C pl rajmash маш राजमाह,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5111,rɔhɳa,rɔhɳa,,,"OIA*rahati (Dhātup. ráhati, raháyati ʻ leaves ʼ",) vi1) live,жить 2) remain оставаться 3) stay останавливаться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5112,rɔɳɖ,rɔɳɖ,NOUN,5_f-Cwidowвдова,OIAraṇḍa,rɔɳɖiɳa vilose one's spouse,овдоветь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5113,rɔʃ,rɔʃ,NOUN,7_f-irope,OIAraśmí,,верёвка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5114,rɔʃi,rɔʃi,NOUN,3_f-Vropeверёвка,OIAraśmí,rukɳavi1) stop,остановиться 2) stay остаться12 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5115,rukʰa,rukha,,,"Bad OIA word, Hin rūkṣá",adjthem. dry,сухой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
