id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
4008,Ṭokuwṇu,Tokuwnu,,V.I.,v.i. re.,,,To be hindered or stopped.,,To be hindered or stopped.,,,mainDictionary_repaired.csv,129,original,,Ṭokuwṇu,Ṭओkuwṇu,low,unmapped_chars_sample='Ṭkuwṇu' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
4009,Ṭol,Tol,,PREP.,prep.,,,"Down, under.",,"Down, under.",,"-iyé, adv. Downwards.",mainDictionary_repaired.csv,129,original,,Ṭol,Ṭओl,low,unmapped_chars_sample='Ṭl' count=2,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 2}]"
4010,Tol,Tol,,NOUN,n.m.,,(H.),The act of weighing.,,The act of weighing.,,,mainDictionary_repaired.csv,129,original,,Tol,Tओl,low,unmapped_chars_sample='Tl' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 2}]"
4011,Tolā,Tola,,NOUN,n.m.,,(H.),Twelve māśās make one tolā.,,Twelve māśās make one tolā.,,"-o, pl. weigh.",mainDictionary_repaired.csv,129,original,,Tolaː,Tओlआ,low,unmapped_chars_sample='Tl' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
4012,Tolāwṇu,Tolawnu,,V.T.,v.t. re.,,,To cause or allow to weigh.,,To cause or allow to weigh.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,129,original,,Tolaːwṇu,Tओlआwṇu,low,unmapped_chars_sample='Tlwṇu' count=5,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
4013,Tol-mol-karṇā,Tol-mol-karna,,V.T.,v.t. ir.,,,To settle the price after weighing.,,To settle the price after weighing.,,,mainDictionary_repaired.csv,129,original,,Tol-mol-karṇaː,Tओl-mओl-kअrṇआ,low,unmapped_chars_sample='Tl-ml-' count=9,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'm', 'pos': 4}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 5, 'len': 1, 'note': 'Mid-back rounded vowel'}]"
4014,Tolṇu,Tolnu,,V.T.,v.t. re.,,,To weigh in the scales.,,To weigh in the scales.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,129,original,,Tolṇu,Tओlṇu,low,unmapped_chars_sample='Tlṇu' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
4015,Toluwṇu,Toluwnu,,V.I.,v.i. re.,,,(1) To be weighed. (2) To come uppermost.,,(1) To be weighed. (2) To come uppermost.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,129,original,,Toluwṇu,Tओluwṇu,low,unmapped_chars_sample='Tluwṇu' count=6,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
4016,Tómat,Tomat,,N.F.,n.f.,,(P. tuhmat),"False accusation, calumny.",,"False accusation, calumny.",,"-lāṇī, v.t. re. To accuse falsely.",mainDictionary_repaired.csv,129,original,,Toːmat,Tओ (lengthened)mअt,low,unmapped_chars_sample='Tmt' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'ó', 'ipa': 'oː', 'deva': 'ओ (lengthened)', 'pos': 1, 'len': 1, 'note': ""Possibly lengthened 'o' or different quality""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 't', 'pos': 4}]"
4017,Toṁpā,Tompa,,NOUN,n.m.,,,See Tuṁpā.,,See Tuṁpā.,,,mainDictionary_repaired.csv,129,original,,Toṁpaː,Tओṁpआ,low,unmapped_chars_sample='Tṁp' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṁ', 'pos': 2}, {'matched': None, 'char': 'p', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
4018,Ṭoṇā,Tona,,V.T.,v.t. re.,,,To see by hand or touch.,,To see by hand or touch.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,129,original,,Ṭoṇaː,Ṭओṇआ,low,unmapped_chars_sample='Ṭṇ' count=2,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
4019,"Toṅpṇā, -u","Tonpna, -u",,ADJ.,adj. m.,,,Deaf.,,Deaf.,,"-hoṇā, v.i. ir. To be deaf.",mainDictionary_repaired.csv,129,original,,"Toṅpṇaː, -u","Tओṅpṇआ, -u",low,"unmapped_chars_sample='Tṅpṇ, ' count=8","[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṅ', 'pos': 2}, {'matched': None, 'char': 'p', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
4020,Top,Top,,NOUN,n.m.,,,A hat.,,A hat.,,,mainDictionary_repaired.csv,129,original,,Top,Tओp,low,unmapped_chars_sample='Tp' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'p', 'pos': 2}]"
4021,Topī,Topi,,N.F.,n.f.,,,(1) A cap. (2) A gun-cap.,,(1) A cap. (2) A gun-cap.,,,mainDictionary_repaired.csv,129,original,,Topī,Tओpī,low,unmapped_chars_sample='Tpī' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
4022,Toṛī,Tori,,N.F.,n.f.,,,A long kind of pumpkin.,,A long kind of pumpkin.,,,mainDictionary_repaired.csv,129,original,,Toṛī,Tओṛī,low,unmapped_chars_sample='Tṛī' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
4023,Ṭoṭlā,Totla,,ADJ.,adj. m.,,,Lisping.,,Lisping.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,129,original,,Ṭoṭlaː,Ṭओṭlआ,low,unmapped_chars_sample='Ṭṭl' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
4024,Trahā'tar,Traha'tar,,ADJ.,adj.,,,73.,,73.,,"-wāň, m. -wīň, f. -weň, pl. The seventy-third.",mainDictionary_repaired.csv,129,original,,Trahaː'tar,Trअhआ'tअr,low,unmapped_chars_sample='Trh'tr' count=6,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': ""'"", 'pos': 5}]"
4025,Trāj,Traj,,NOUN,n.m.,,(P. i'tirāz),Objection.,,Objection.,,"-hoṇā, v.i. ir. To be objected. -karṇā, v.t. re. To object.",mainDictionary_repaired.csv,129,original,,Traːj,Trआj,low,unmapped_chars_sample='Trj' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 3}]"
4026,Trājī,Traji,,NOUN,n.m.,,,Scales.,,Scales.,,,mainDictionary_repaired.csv,129,original,,Traːjī,Trआjī,low,unmapped_chars_sample='Trjī' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}]"
4027,Trāk,Trak,,NOUN,n.m.,,,A swimmer.,,A swimmer.,,(H. tairāk).,mainDictionary_repaired.csv,129,original,,Traːk,Trआk,low,unmapped_chars_sample='Trk' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}]"
4028,Trākṛī,Trakri,,N.F.,n.f.,,,A weighing machine.,,A weighing machine.,,,mainDictionary_repaired.csv,129,original,,Traːkṛī,Trआkṛī,low,unmapped_chars_sample='Trkṛī' count=5,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ṛ', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
4029,Trāl,Tral,,N.F.,n.f.,,(H. talwār),A sword.,,A sword.,,,mainDictionary_repaired.csv,129,original,,Traːl,Trआl,low,unmapped_chars_sample='Trl' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}]"
4030,Trāṇwé,Tranwe,,ADJ.,adj.,,,93.,,93.,,"-wāň, m. -wīň, f. -weň, pl. The ninety-third.",mainDictionary_repaired.csv,129,original,,Traːṇweː,Trआṇwए (lengthened),low,unmapped_chars_sample='Trṇw' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 5, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
4031,Trāṛ,Trar,,N.F.,n.f.,,,"See Trāl, pl. Trāṛī.",,"See Trāl, pl. Trāṛī.",,,mainDictionary_repaired.csv,129,original,,Traːṛ,Trआṛ,low,unmapped_chars_sample='Trṛ' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 3}]"
4032,Trāss,Trass,,NOUN,n.m.,,(S. Trāsa),"Fear, terror.",,"Fear, terror.",,"-hoṇé, v.i. ir. To be afraid. -lāgṇe, v.s. re. To pine in trouble. -karṇé, v.s. ir. To be in trouble.",mainDictionary_repaired.csv,130,original,,Traːss,Trआss,low,unmapped_chars_sample='Trss' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': None, 'char': 's', 'pos': 4}]"
4033,Trāwṇu,Trawnu,,V.T.,v.t. re.,,,To cause or allow to ford.,,To cause or allow to ford.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,130,original,,Traːwṇu,Trआwṇu,low,unmapped_chars_sample='Trwṇu' count=5,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
4034,Trehaṭ,Trehat,,ADJ.,adj.,,,63.,,63.,,"-wāň, m. -weň, pl. -wīň, f. The sixty-third.",mainDictionary_repaired.csv,130,original,,Trehaṭ,Trएhअṭ,low,unmapped_chars_sample='Trhṭ' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṭ', 'pos': 5}]"
4035,Treñshī,Trenshi,,N.F.,n.f.,,,Three tuṇsīs make one treñshī.,,Three tuṇsīs make one treñshī.,,(Kullū).,mainDictionary_repaired.csv,130,original,,Treñshī,Trएñshī,low,unmapped_chars_sample='Trñshī' count=6,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'ñ', 'pos': 3}, {'matched': None, 'char': 's', 'pos': 4}, {'matched': None, 'char': 'h', 'pos': 5}]"
4036,Truñjā,Trunja,,ADJ.,adj.,,,53.,,53.,,"-wāň, m. -wīň, f. -weň, pl. The fifty-third.",mainDictionary_repaired.csv,130,original,,Truñjaː,Truñjआ,low,unmapped_chars_sample='Truñj' count=5,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': None, 'char': 'u', 'pos': 2}, {'matched': None, 'char': 'ñ', 'pos': 3}, {'matched': None, 'char': 'j', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
4037,Tū,Tu,,PRO.,pro.,,,"Thou, thyself.",,"Thou, thyself.",,,mainDictionary_repaired.csv,130,original,,Tuː,Tऊ,low,unmapped_chars_sample='T' count=1,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 1, 'len': 1, 'note': ""Long 'u' vowel""}]"
4038,Tuju,Tuju,,PRO.,pro.,,,Thee or to thee.,,Thee or to thee.,,(Kāṅgṛā). (Also tuyhó).,mainDictionary_repaired.csv,130,original,,Tuju,Tuju,low,unmapped_chars_sample='Tuju' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}]"
4039,Ṭukṇā,Tukna,,V.T.,v.t. re.,,,(1) To bite. (2) To cut.,,(1) To bite. (2) To cut.,,(Kāṅgṛā).,mainDictionary_repaired.csv,130,original,,Ṭukṇaː,Ṭukṇआ,low,unmapped_chars_sample='Ṭukṇ' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
4040,Ṭukṛā,Tukra,,NOUN,n.m.,,(H.),"A bit, a piece.",,"A bit, a piece.",,,mainDictionary_repaired.csv,130,original,,Ṭukṛaː,Ṭukṛआ,low,unmapped_chars_sample='Ṭukṛ' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
4041,Tulā-dāṇ,Tula-dan,,NOUN,n.m.,,(S.),"A gift of gold, valuables, grain, etc., of the donor's weight.",,"A gift of gold, valuables, grain, etc., of the donor's weight.",,,mainDictionary_repaired.csv,130,original,,Tulaː-daːṇ,Tulआ-dआṇ,low,unmapped_chars_sample='Tul-dṇ' count=6,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'd', 'pos': 5}]"
4042,Tulṇo,Tulno,,V.T.,v.t. re.,,,"To slumber, to doze.",,"To slumber, to doze.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,130,original,,Tulṇo,Tulṇओ,low,unmapped_chars_sample='Tulṇ' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}]"
4043,Tuméh,Tumeh,,PRO.,pro.,,,"Ye, you.",,"Ye, you.",,Syn. tusé or ture.,mainDictionary_repaired.csv,130,original,,Tumeːh,Tumए (lengthened)h,low,unmapped_chars_sample='Tumh' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 3, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'h', 'pos': 4}]"
4044,Tumṛā,Tumra,,NOUN,n.m.,,(S. Tumbī),The pumpkin used as a vegetable.,,The pumpkin used as a vegetable.,,,mainDictionary_repaired.csv,130,original,,Tumṛaː,Tumṛआ,low,unmapped_chars_sample='Tumṛ' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
4045,Tumṛī,Tumri,,N.F.,n.f.,,,"The gourd, used as a vegetable.",,"The gourd, used as a vegetable.",,,mainDictionary_repaired.csv,130,original,,Tumṛī,Tumṛī,low,unmapped_chars_sample='Tumṛī' count=5,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}]"
4046,Ṭuṇḍā,Tunda,,ADJ.,adj. m.,,,One who has no hands.,,One who has no hands.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,130,original,,Ṭuṇḍaː,Ṭuṇḍआ,low,unmapped_chars_sample='Ṭuṇḍ' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'ḍ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
4047,Ṭuṛī,Turi,,NOUN,n.m. pl.,,,Musicians.,,Musicians.,,"Syn. bājgī, maṅglāmukhī.",mainDictionary_repaired.csv,130,original,,Ṭuṛī,Ṭuṛī,low,unmapped_chars_sample='Ṭuṛī' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
4048,Ṭuikā,Tuika,,NOUN,n.m.,,,The act of seasoning cooked pulse.,,The act of seasoning cooked pulse.,,,mainDictionary_repaired.csv,130,original,,Ṭuikaː,Ṭuikआ,low,unmapped_chars_sample='Ṭuik' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
4049,Ṭurkṇu,Turknu,,V.T.,v.t. re.,,,To season or give relish to cooked pulse.,,To season or give relish to cooked pulse.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,130,original,,Ṭurkṇu,Ṭurkṇu,low,unmapped_chars_sample='Ṭurkṇu' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
4050,Ṭurṇī,Turni,,N.F.,n.f. pl.,,,Wives of musicians.,,Wives of musicians.,,,mainDictionary_repaired.csv,130,original,,Ṭurṇī,Ṭurṇī,low,unmapped_chars_sample='Ṭurṇī' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}]"
4051,Ṭurṭ-furṭ,Turt-furt,,ADV.,adv.,,,Instantly.,,Instantly.,,,mainDictionary_repaired.csv,130,original,,Ṭurṭ-furṭ,Ṭurṭ-furṭ,low,unmapped_chars_sample='Ṭurṭ-f' count=9,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ṭ', 'pos': 3}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'f', 'pos': 5}]"
4052,Tusé-ṭushé,Tuse-tushe,,PRO.,pro.,,,See Tuméh.,,See Tuméh.,,,mainDictionary_repaired.csv,130,original,,Tuseː-ṭusheː,Tusए (lengthened)-ṭushए (lengthened),low,unmapped_chars_sample='Tus-ṭu' count=8,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 3, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'ṭ', 'pos': 5}]"
4053,Ṭūṭ,Tut,,N.F.,n.f.,,,The act of falling short.,,The act of falling short.,,"-paṛnī, v.s. re. To fall short.",mainDictionary_repaired.csv,130,original,,Ṭuːṭ,Ṭऊṭ,low,unmapped_chars_sample='Ṭṭ' count=2,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 1, 'len': 1, 'note': ""Long 'u' vowel""}, {'matched': None, 'char': 'ṭ', 'pos': 2}]"
