id,headword,normalized_headword,pos,pos_tag,etymology,definition,gloss_ru,examples,source,page,notes
1024,sjaɳa,sjaɳa,ADJ,,OIA*sajāna,them. old (people) old,старый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1025,sjaɳa,sjaɳa,NOUN,1_m-a,OIA*sajāna,old man,старик,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1026,sjaɳi,sjaɳi,NOUN,3_f-Vold,OIA*sajāna,woman,старуха,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1027,skul,skul,,,Eng school,n4_m-C school,школа,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1028,slah,slah,NOUN,,"Arab, Hin sala ̄h < ṣalāḥ",fadvice,совет,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1029,smɛj,smɛj,NOUN,4_m-C,Skrsamaya,time,время,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1030,smudər,smudər,NOUN,4_m-C,Skrsamudrá,sea,море,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1031,soɳa,soɳa,VERB,,OIAsvápati & *supati,nstndsleep,спать sona,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1032,sõpɳa,sopɳa,,,Hin,vthand over,вручать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1033,sotsɳa,sotsɳa,,,Bad OIA word śōcyatē X †samarthyatē,vtthink,думать socna sɔ1) pers3SG.DIST.DIR 3SG.DIST.DIR 2) dem3SG.DIST.DIR 3SG.DIST.DIR sɔ̃bərnavirecover bīmārī se svasth honaвыздоравливать (о болезни),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1034,sɔndzʰ,sɔndzh,NOUN,5_f-Cevening,OIAsaṁdhyāˊ,,вечер,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1035,sɔr,sɔr,NOUN,4_m-C,OIAsáras,lake,озеро,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1036,sɔri,sɔri,,,Unknown,n3_f-Voats,овёс,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1037,sɔt,sɔt,NUM,,OIAsaptá,seven,семь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1038,spari,spari,,,OIA*suppāra,n3_f-Vbetel palm (areca palm) betel palm,бетелевая пальма srahn 4_m-C customобычай,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1039,srahiɳa,srahiɳa,,,Hinsarāhnā < ślāˊghatē,viboast,хвастаться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1040,sraɭ,sraɭ,NOUN,4_m-C,Unknown,python,удав,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1041,sraɳa,sraɳa,NOUN,1_m-a,Punjabi sarhāṇā < *śiraādhāna,pillow,подушка staəʈʰcardnum sixty seven,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1042,sʈajl,sʈajl,NOUN,,Eng style,gold,золото,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1043,sungər,sungər,,,OIA*sūṅkara,n4_m-C pig,"свинья, хряк1 215 of 32 7/7/2023 9:54 PM",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1044,sungʰɳa,sunghɳa,,,Hinsū̃ghnā < śíṅghati,vtsniff,нюхать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1045,supɳa,supɳa,NOUN,1_m-a,Bad OIA word *supna X MIA. suppati,dream,сон,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1046,sur,sur,NOUN,5_f-Cspiritous,OIA súrā,liquor of finger millet,алкогольный напиток из пальчатого проса,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1047,surədz,surədz,,,Skrsūrya,n4_m-C sun,солнце sūraj,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1048,surəng,surəng,NOUN,5_f-Ctunnelтоннель,OIAsuraṅg < suraṅgā,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1049,suti,suti,,,Cr assimilation IA languagesū́tra,adjathem. cotton,хлопковый sutʃaadj them. holy святой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1050,suʈ,suʈ,,,Eng suit,n4_m-C suit,костюм,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1051,swad,swad,ADJ,,Skrsvādú,athem. tasty,вкусный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1052,swah,swah,NOUN,4_m-C,"Hin, Skrswa ̄hā",ash,зола,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1053,swaɳa,swaɳa,,,OIAsvāpáyati,vtmake sleep,укладывать спать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1054,sw̃ar,swar,NOUN,4_m-C,OIAsōmavāra,Monday,понедельник,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1055,sweʈər,sweʈər,,,Eng sweater,n5_f-Csweater,свитер Ʃ ʃ,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1056,ʃadʰɳa,ʃadhɳa,,,Himachaliʃādɳõ < śabdayati,vt1) call,звать 2) inviteприглашать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1057,ʃaɖʰ,ʃaɖh,NOUN,4_m-C,OIAāṣāḍhá,"Ashadh, name of month  (June-July)",ашадх (июнь-июль),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1058,ʃaɖʰ,ʃaɖh,NOUN,7_f-igarden-bed,Suspicious IA etymology*śāṭa,,грядка kyārī,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1059,ʃah,ʃah,NOUN,4_m-C,Dardic śvāsá,breath,дыхание,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1060,ʃahi,ʃahi,,,Bad OIA wordśvāvídh,n3_f-Vporcupine,дикобраз ʃajdadvprobably возможно,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1061,ʃakʰra,ʃakhra,NOUN,1_m-a,Bad OIAśakvara- / śākvará-,young bull,молодой бык ʃaln5_f-Cshawl шаль ʃaɭnavtput out гасить ʃaɭɳavtзажигать ʃaniɳavifrost замерзать (о воде),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1062,ʃaɳ,ʃaɳ,NOUN,4_m-C,OIAśyāna,ice,лёд1 216 of 32 7/7/2023 9:54 PM ʃaɳan 1_m-a branchветка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1063,ʃaɽʰa,ʃaɽha,NOUN,1_m-a,"OIA, Accent issue āṣāḍhīya",apricot,абрикос,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1064,ʃaukar,ʃaukar,ADJ,,Bad OIA*sādhukara- = sādhú  + kara X ʃau cf. B. sāhu-kār,athem. rich,богатый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1065,ʃauɳ,ʃauɳ,,,OIAśrāˊvaṇa,"n4_m-C Shravan, name of month  (July-August)",шраван (июль- август),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1066,ʃekʈa,ʃekʈa,NOUN,1_m-a,Suspicious IA etymology śárkarā¹,piece,"кусок, долька",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1067,ʃeli,ʃeli,NOUN,3_f-Vwool,OIAśēlli,of goat,шерсть овцы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1068,ʃer,ʃer,,,"Pers, Hin s ́er < šer",n4_m-C 1) lion,"лев 2) lion лев ʃɛgɽan1_m-a bonfire костёр ʃɛhrn 4_m-C 1) town город 2) Kulu г. Кулу ʃɛɳəkɳa visimmer (of water beginning to boil)булькать, шипеть (о закипающей воде)",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1069,ʃɛrm,ʃɛrm,,,"Pers, Hin s ̌arm",n5_f-Cshy,стыд,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1070,ʃɛrmiɳa,ʃɛrmiɳa,,,"Pers, Hin s ̌arm",vi1) be ashamed,стыдиться 2) be shy стесняться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1071,ʃɛʈɳa,ʃɛʈɳa,,,Bad OIA wordsr̥ṣṭá,vtthrow,кидать ʃəɳjaɳa vttellрассказывать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1072,ʃikʃa,ʃikʃa,NOUN,6_f-aeducation,Skrśikṣā,,образование,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1073,ʃikʰa,ʃikha,NOUN,6_f-ameat,Persshikār ‘добыча’ X sīḵẖak ‘кусочек жареного мяса’,,мясо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1074,ʃilɖ,ʃilɖ,,,Eng shield,n5_f-Cshield,щит,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1075,ʃing,ʃing,,,OIAśŕ̊ṅga,n4_m-C horn,рог,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1076,ʃiɽʰ,ʃiɽh,,,OIA*śrīḍhi,n7_f-iladder,"лестница, стремянка",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1077,ʃiʃa,ʃiʃa,,,"Pers, Hin s ́īśā < šīša",n1_m-a 1) glass,стекло 2) mirror зеркало,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1078,ʃjaɭ,ʃjaɭ,NOUN,7_f-ifox,OIAśr̥gālá,(female),лисица,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1079,ʃjaɭ,ʃjaɭ,NOUN,4_m-C,OIAśr̥gālá,fox (male),лис,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1080,ʃjari,ʃjari,,,Bad OIAśā́ri,n3_f-V,"что за птица? майна - этимологическое предположение mynaиндийский скворец, майна",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1081,ʃjuɭi,ʃjuɭi,NOUN,3_f-Vwhistling,Suspicious IA etymology*śuṣati,,свист ʃjuɭi marni vtwhistlecвистнуть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1082,ʃɭɔŋg,ʃɭɔŋg,,,OIA*śalaṅka,n7_f-iscolopendra,сколопендра1 1 217 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1083,ʃnitʃər,ʃnitʃər,NOUN,4_m-C,Bad OIA word *śanaiścara,Saturday,суббота,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1084,ʃobʰla,ʃobhla,ADJ,,Bad OIAśubhrá / *śōbhyatē,them. good,хороший,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1085,ʃohri,ʃohri,,,"Bad OIA, Bad OIA word, Dardic *śuḍa X  *chōkhara X *chōṭa",n3_f-V1) girl,девочка 2) girl девушка 3) child ребёнок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1086,ʃohru,ʃohru,NOUN,2_m-V,"Bad OIA, Bad OIA word, Dardic*śuḍa X  *chōkhara X *chōṭa",1) boy,"мальчик 2) young man юноша 3) child ребенок ʃoiɳaviуплывать, затопляться",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1087,ʃokʰ,ʃokh,NOUN,5_f-Cthirstжажда,OIA*śauṣkya,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1088,ʃor,ʃor,NOUN,4_m-C,Pers shor,noise,шум,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1089,ʃoʈʰa,ʃoʈha,,,OIA*śōṭṭha,n1_m-a stick,палка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1090,ʃoʈʰi,ʃoʈhi,,,OIA*śōṭṭha,n3_f-Vstick (small),палочка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1091,ʃoudʒ,ʃoudʒ,,,"Skr, Bad OIA word, Accent issueaśvayuja, *āśvayujya","n4_m-C Ashvin, name of",,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1092,month,month,,,September-October,,ашвин (сентябрь-октябрь),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1093,ʃɔgɳa,ʃɔgɳa,,,Bad OIAsárga,vtirrigate,орошать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1094,ʃɔhra,ʃɔhra,NOUN,1_m-a,OIAśváśura,father-in-law,свёкр ʃɔrn 4_m-C сток,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1095,ʃɔru,ʃɔru,,,OIAśáru,n2_m-Vsg hail,град,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1096,ʃɔɽna,ʃɔɽna,,,śáṭati,virot,гнить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1097,ʃɔʃu,ʃɔʃu,,,OIAśvaśrū,n3_f-Vmother-in-law,свекровь ʃɔʈʰcardnum sixty,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1098,ʃpanga,ʃpanga,NOUN,6_f-alie,Unknown,,"ложь, выдумка",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1099,ʃrab,ʃrab,NOUN,4_m-C,"Arab, Hin s ́arāb < šarāb",wine,вино,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1100,ʃraɭ,ʃraɭ,NOUN,4_m-C,OIA*śirōvāla,hair,волосы ʃrapn 4_m-C curseпроклятие,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1101,ʃreɳa,ʃreɳa,NOUN,1_m-a,Bad OIA*śiraādhāna,pillow,подушка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1102,ʃrir,ʃrir,NOUN,4_m-C,OIAśárīra,body,тело,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1103,ʃuka,ʃuka,ADJ,,OIAśúṣka,them. dry,сухой sukhā ʃukɳavidry сохнуть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1104,ʃukpuk,ʃukpuk,,,Unknown,n4_m-C whisper,шёпот118 of 32 7/7/2023 9:54 PM ʃukʰiɳa vibe thirsty хотеть пить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1105,ʃuɳɖʰ,ʃuɳɖh,NOUN,,OIA12515 śuṇṭhī,dry ginger,сухой имбирь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1106,ʃuɳna,ʃuɳna,,,OIAśr̥ṇṓti,vt1) listen,"слушать sunnā2) hear ʃuru kɛrna (Arab, Hin s ̌urū < šuru') vtbegin T t",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1107,taki,taki,NOUN,3_f-Vwindow,"Pers, Arab taq",,окно,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1108,taki,taki,,,"Hin, Pers ta ̄ki",conjin order to,чтобы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1109,taɭa,taɭa,NOUN,1_m-a,OIAtāla-,lock,замок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1110,taɭu,taɭu,,,OIAtāˊlu,n2_m-V crown of head,темя,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1111,taɭu,taɭu,,,OIAtāˊlu,n2_m-V palate,нёбо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1112,tamba,tamba,NOUN,1_m-a,OIAtāmrá,sg copper,медь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1113,tara,tara,,,OIAtāraká,n1_m-a star,звезда,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1114,tarif,tarif,,,"Arab, Hin t ā'rīf",n5_f-Cpraise,"хвала taɽnavtflatten разравнивать (зерно, сено) te1) pers3PL.DIST.DIR 3PL.DIST.DIR 2) dem3PL.DIST.DIR 3PL.DIST.DIR 3) dem those.PL.DIST.DIR те.PL.DIST.DIR",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1115,tẽ,te,,,tuvám X máyā,pers2SG.ERG2SG.ERG tei1) pers3.M.DIST.OBL 3.M.DIST.OBL 2) dem3.M.DIST.OBL 3.M.DIST.OBL,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1116,tel,tel,,,tailá,n4_m-C oil,"масло teraposs2SG.POSS2SG.POSS tesa1) pers3SG.F.DIST.OBL 3SG.F.DIST.OBL 2) dem3SG.F.DIST.OBL 3SG.F.DIST.OBL tesəraposs3SG.F.DIST.POSS 3SG.F.DIST.POSS tezadjathem. острый, эффективный (сильный об огне)",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1117,tɛhɳa,tɛhɳa,,,Unknown,n1_m-a branch,ветка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1118,tɛhɳi,tɛhɳi,NOUN,3_f-Vbranchветка,Unknown,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1119,tɛkɽa,tɛkɽa,ADJ,,"Bad OIA word, ɛ/ɐ IA language *targa met",them. 1) healthy,здоровый 2) strongкрепкий1 2 1 219 of 32 7/7/2023 9:54 PM tɛɳɖapro-adjsuch такой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1120,tɛɽpʰɳa,tɛɽphɳa,,,Hin taṛaphnā < *taḍapphaḍ,"vibe in pain, suffer",страдать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1121,təlwar,təlwar,,,OIAtaravāri,n5_f-Csword,меч,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1122,təndur,təndur,NOUN,4_m-C,"Pers, Hin tanu ̄r",iron stove,"железная печь, тандур",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1123,tənkʰah,tənkhah,NOUN,7_f-iwage,Pers tanḵẖẉāh,,заработок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1124,təsvir,təsvir,,,"Arab, Hin tasvi ̄r < taṣvīr",n5_f-Cpicture,картинка tihcardnum thirty tiktikin 3_f-V1) fontanel родничок 2) vertex темя,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1125,til,til,NOUN,4_m-C,OIA*tilla,sesame,кунжут,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1126,tila,tila,NOUN,1_m-a,OIA*tillaka-,1) (black) molemole,родинка 2) birthmark родимое пятно tinha1) pers3PL.DIST.OBL 3PL.DIST.OBL 2) dem3PL.DIST.OBL 3PL.DIST.OBL 3) demthose.PL.DIST.OBLте.PL.DIST.OBL tinhe1) pers3PL.DIST.ERG 3PL.DIST.ERG 2) dem3PL.DIST.ERG 3PL.DIST.ERG tinhəra poss3PL.DIST.POSS 3PL.DIST.POSS,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1127,tir,tir,,,"Hin, Pers tir",n4_m-C arrow,стрела,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1128,tirkəmaɳ,tirkəmaɳ,NOUN,4_m-C,Pers tir + kama ̄n,bow,лук,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1129,titʃʰa,titʃha,,,OIAtīkṣṇá,adjsharp,острый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1130,tjar,tjar,ADJ,,"Hin, Pers, Arab tayār, taiyār",athem. ready,готовый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1131,tɭah,tɭah,NOUN,4_m-C,OIAtala + ?,1) sole of the leg,"стопа 2) bottom дно tmakun 2_m-V tobacco табак topers2SG.OBL2SG.OBL tobepers2SG.ACC/DAT 2SG.ACC/DAT tolɳavtlift, weigh поднимать, взвешивать",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1132,topɳa,topɳa,,,OIA*tōpyatē,vtseek,"искать talāś karna toɽan1_m-a закрытый мешок, упаковка для продажи",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1133,tɔkɭi,tɔkɭi,NOUN,3_f-Vspindleверетено,OIAtarkú,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1134,tɔlɳa,tɔlɳa,,,Bad OIA*thall,viswing,"качаться, раскачиваться hilna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1135,tɔrna,tɔrna,,,tárati,vi1) swim,плыть tairnā2) float плавать1 120 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1136,tɔrna,tɔrna,,,OIAtárati,vtget across,"преодолевать, переправляться",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1137,tɔta,tɔta,,,OIAtaptá,adj1) hot,горячий garam 2) warmтёплый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1138,tɔtsʰɳa,tɔtshɳa,,,OIAtákṣati,vt1) chop,рубить chīlnā2) cut резать kāṭna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1139,tramba,tramba,NOUN,1_m-a,"Mandeali, Bad OIA word tramba <  tāmrá X trápu +met?",copper,медь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1140,trapɭa,trapɭa,NOUN,1_m-a,Bad OIA*tarpa,bark (of tree),кора treəʈʰcardnum sixty three,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1141,tridʒa,tridʒa,,,"Bad OIA, Mandealitrijja < tr̥tīˊya",ordnumthird,третий,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1142,trikuɳa,trikuɳa,,,Skrtrikoṇa,n1_m-a triangle,"треугольник trɔʈɳavtмучить, бить",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1143,tu,tu,,,"OIAtuvám, tvám",pers2SG 2SG tũi1) pers3.NONANIM.DIST.OBL 3.NONANIM.DIST.OBL 2) demthat.OBL,"то.OBL 3) dem3.NONANIM.DIST.OBL 3.NONANIM.DIST.OBL tũira1) possля случаев, когда антецедент - ситуация или придаточное предложение 3.NONANIM.DIST.POSS 3.NONANIM.DIST.POSS 2) demthat.OBL то.OBL",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1144,tuɭi,tuɭi,NOUN,3_f-Vmatch,OIAtūˊla,"splinter, garlic clove","спичка, щепка, зубчик чеснока",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1145,tundɭa,tundɭa,,,OIA*ṭuṇṭa etc,adjthem. armless,безрукий turnavienter secretly входить тайком tusapers2PL.OBL 2PL.OBL tusepers2PL.ERG2PL.ERG tusepers2PL.DIR2PL.DIR tusəraposs1) 2PL.POSS 2PL.POSS 2) yourваш,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1146,tʰabʰɭa,thabhɭa,,,Suspicious IA etymology stámbhatē,adjthem. stuttered,заикающийся tʰaɭun 2_m-V plateтарелка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1147,tʰapɳavtput,thapɳavtput,,,clay on the wall,,штукатурить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1148,tʰatʃ,thatʃ,NOUN,4_m-C,OIA†sthātrá-,"pasture, open treeless space in the forest (esp. on top of a hill for grazing sheep and goats in summer)",пастбище овец в горах tʰaw̃in 2_m-V temple builder (caste)builderстроитель,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1149,tʰeɭi,theɭi,,,OIAhastatala,n3_f-Vpalm (of hand),ладонь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1150,tʰeɭu,theɭu,NOUN,2_m-V,OIAhastatala,palm (of hand),ладонь2 1 221 of 32 7/7/2023 9:54 PM tʰerina viget ready for fight get ready for fightготовиться к драке о быках,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1151,tʰeɽ,theɽ,NOUN,7_f-ipile,Bad OIAstŕ̥ti,of roti,стопка лепешек tʰetsɳa vtзабрызгать грязью,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1152,tʰɛkɳa,thɛkɳa,,,"Hin, Punjabi thakkaṉá < *sthakk",viget tired,уставать tʰɛnn 4_m-C вымя tʰiauxCOP.PST COP.PST,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1153,tʰipi,thipi,NOUN,3_f-Vgame,OIA*thipp-,(patty-cake),игра в ладушки ek khel vi śeṣ tʰogɳavtpalp  щупать рукой hāth se ṭohna tʰoɽaadja little bit немного tʰosɳavttearрвать khī̃ckar tor̞na,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1154,tʰɔmba,thɔmba,NOUN,1_m-a,Bad OIA word stambha,1) pillar,столб 2) towerбашня tʰɔmɳa viбыть установленныим,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1155,tʰɔra,thɔra,,,OIA*thar,n1_m-a parkinsonism,паркинсонизм tʰukɳa vtплевать перех *Thakur notes parallels in Punjabi,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1156,tʰula,thula,ADJ,,Hin thūlā < sthūlá,"them. fat, fatty fatty",толстый Ts ts,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1157,tsabək,tsabək,NOUN,4_m-C,"Pers, Hin ca ̄buk",whip,плеть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1158,tsadri,tsadri,,,"Pers, Hin ca ̄drā < chādar",n3_f-Vscarf,шарф,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1159,tsahɳa,tsahɳa,,,OIA*cāh,vt1) want,хотеть 2) love любить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1160,tsakʈi,tsakʈi,NOUN,3_f-Vrice,Suspicious IA etymology *chakka,beer,рисовое пиво tsakʰɳa vttry taste пробовать еду,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1161,tsand,tsand,NOUN,4_m-C,Hincā̃d < candrá,moon,луна,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1162,tsandi,tsandi,,,Hincã̄dī < candrikā,n3_f-Vsilver,серебро,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1163,tsaɳɖ,tsaɳɖ,,,compensatory lenghtening IA languagecáṇḍa,"n5_f-Cjealousy, envy",зависть īrṣyā,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1164,tsapɳa,tsapɳa,,,compensatory lenghtening IA language *capp,vt1) chew2) bite,кусать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1165,tsar,tsar,NUM,,Bad OIA word catvāˊri MIA. *cayāri (< *catāri after catúraḥ or with abnormal phonet. 2 122 of 32 7/7/2023 9:54 PM development in a numeral,four,четыре,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1166,tsawɭ,tsawɭ,NOUN,4_m-C,OIA*cāmala or *cāvala,rice,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1167,tsɛkɳa,tsɛkɳa,,,"ɛ/ɐ IA language, Accent issue, Mandeali cakṇa < ucca + -akka-",vt1) lift,поднимать 2) pick upзабирать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1168,tsɛməkɳa,tsɛməkɳa,,,Hin camakna < *cammakka,"vishine (of sun, moon, stars) shine",светить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1169,tsɛntsəl,tsɛntsəl,NOUN,5_f-Cyellow,ɛ/ɐ IA language cañcala,or red-billed blue magpie,"желто- красноклювая сорока 2) adjathem. подвижный, быстрый",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1170,tsɛpu,tsɛpu,NOUN,2_m-V,"Punjabi, Hin cappu < *carpa","paddle, oar",весло,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1171,tsɛrwi,tsɛrwi,NOUN,3_f-Vfat,"Pers, Hin carbi ̄",,жир,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1172,tsɛɽʰna,tsɛɽhna,,,Hin caṛhnā 'to climb' < *caḍhati,viclimb,взбираться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1173,tsəhaɽ,tsəhaɽ,,,Unknown,n4_m-C rock,"скала, глыба baṛī caṭṭān tsəkɳaat maʈa (OIAcikkáṇa *mārtta) n1_m-a clay глина",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
