id,headword,normalized_headword,pos,pos_tag,etymology,definition,gloss_ru,examples,source,page,notes
1174,tsəkoɳa,tsəkoɳa,,,OIAcatuṣkoṇaḥ,n1_m-a square,квадрат,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1175,tsəngari,tsəngari,NOUN,3_f-Vspark,OIA? + áṅgāra,,искра,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1176,tsəɳagʰ,tsəɳagh,NOUN,4_m-Cleopard,Unknown Tibetan: stag tiger? Tamang cyan 'tiger'? Nepali cari bagh 'bird tiger'?,cat,бенгальская кошка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1177,tsəpaɽ,tsəpaɽ,NOUN,4_m-C,"OIA*carpa  2. carpaṭa 3 *cippa śēpyā́ [MIA. and NIA. forms with ch- poss. < IE. *sk̂əip-, Gk. σκῑ́πων. — śḗpa-]",lizard (male),ящерица (самец),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1178,tsəpaɽi,tsəpaɽi,NOUN,3_f-Vlizard,"Bad OIA word*carpa  2. carpaṭa 3 *cippa met śēpyā́ [MIA. and NIA. forms with ch- poss. < IE. *sk̂əip-, Gk. σκῑ́πων. — śḗpa-]",(female),ящерица (самка),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1179,tsiϩa,tsiϩa,ADJ,,OIApicchala + meth,them. sliding,"скользкий tsikʈaadj them. slippery, greezy (oily) скользкий, жирный",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1180,tsil,tsil,NOUN,5_f-Cв,OIA*cillā,,"старой номенклатуре pinus longifolia, источник смолы, из которой производится камфораPinus roxburghiiСосна Роксбурга tsinhɳa vtзнаться, общаться, приглашать pahcānna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1181,tsiɳna,tsiɳna,,,OIAcinṓti,"vtto brick, build","вести кладку, строить",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1182,tsirna,tsirna,,,OIA*cīrayati,vt1) saw,пилить сī rna2) tearрвать 3) cutразрезать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1183,tsiɽi,tsiɽi,NOUN,3_f-Vbird,OIA*ciṭaka,,птица,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1184,tsiɽu,tsiɽu,NOUN,2_m-V,OIA*ciṭaka,bird,птица,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1185,tsiz,tsiz,,,"Pers, Hin ci ̄z",n5_f-Cthing,вещь23 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1186,tsoɖ,tsoɖ,,,Bad OIAcūḍā-,"n5_f-Ccockscomb, crest",гребень (петуха),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1187,tsokəɳ,tsokəɳ,NOUN,4_m-C,Bad OIA*chakka cakṣaṇa,,"приготовленные похлебка (дал), овощи или мясо и т.д. cooked vegetables or dalприготовленные овощи или бобовая похлёбка",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1188,tsokɳa,tsokɳa,,,"Suspicious IA etymologycōdá m. 'driver', cṓda- m. 'goad'",vtdip,погружаться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1189,tsokʰa,tsokha,ADJ,,HinH. cokhā < cōkṣa,them. clean,чистый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1190,tsoli,tsoli,NOUN,3_f-Vback,"Bad OIA word, dental sonant only IA language cauḍá",of the head,затылок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1191,tsoɭa,tsoɭa,,,OIAcōḍa,n1_m-a upper garment of dancers or Gaddi shepherd tribals,верхняя одежда танцоров или пастухов гадди,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1192,tsoɭu,tsoɭu,,,OIAcōla-,"n2_m-V shirt, long gownshirt",рубашка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1193,tsopəɖ,tsopəɖ,,,OIA*cōppa-,n4_m-C butter,масло,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1194,tsor,tsor,NOUN,4_m-C,OIAcōrá,thief,вор,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1195,tsorna,tsorna,,,OIAcōráyati,vtsteal,красть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1196,tsoɽa,tsoɽa,NOUN,1_m-a,OIAcūˊḍa,sg hair,волосы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1197,tsoʈi,tsoʈi,NOUN,3_f-Vpeak,OIA*cōṭṭa,of the mountain,вершина горы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1198,tsɔjɳ,tsɔjɳ,,,OIAcáyana,n7_f-isupport wooden pillar,деревянная опорная колонна,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1199,tsɔlɳa,tsɔlɳa,,,OIA*calyati / cálati,vi1) walk,ходить 2) go идти 3) letдавать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1200,tsɔmɽi,tsɔmɽi,NOUN,3_f-Vskinкожа,OIAcárman,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1201,tsɽaɭidi,tsɽaɭidi,,,Suspicious IA etymology cuṭáti ? *cuḍa?,adjthem. pregnant,беременная,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1202,tsɽel,tsɽel,NOUN,5_f-Cfemale,Unknown Hin ćuṛail,ghost,призрак женщина,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1203,tsugɳa,tsugɳa,,,OIA*cugyati,vtpeck,клевать tsukrin 3_f-Vячмень на глазу жр *etymology cakṣuroga,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1204,tsuɭu,tsuɭu,NOUN,2_m-V,Bad OIAcamará,duster brush,метёлка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1205,tsuɳɖiɽi,tsuɳɖiɽi,NOUN,3_f-Vtop,Bad OIA word *cōṇḍa,of tree,крона дерева,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1206,tsuɳɖna,tsuɳɖna,NOUN,3_f-V1),OIAcúṇṭati,,затекание в теле 2) жжение от крапивы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1207,tsuru,tsuru,NOUN,3_f-Vyak,OIAcamará,(female),як (самка),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1208,tsuru,tsuru,NOUN,2_m-V,Bad OIAcamará,yak (male),"як (самец) tsuɽnavidrop, drizzle   dropпротекать1 1 224 of 32 7/7/2023 9:54 PM",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1209,tsutəɖ,tsutəɖ,NOUN,4_m-C,OIA*cutta,buttocks,задница tsutsun 2_m-V tit сися Tsʰ tsʰ,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1210,tsʰabka,tshabka,,,"Suspicious IA etymology, compensatory lenghtening IA language*jhapp *jhamp-",n1_m-a jump,прыжок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1211,tsʰabɽa,tshabɽa,NOUN,1_m-a,Mandeali cha ːbḍi < chádman,wide basket,широкая корзина tsʰãɖɳa vtпопасть во что-либо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1212,tsʰaɳ,tshaɳ,NOUN,7_f-ismall,"Bad OIA, compensatory lenghtening IA language *channi","hut in a field, grass roof","шалаш в поле, травяной навес",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1213,tsʰaɳʈɳa,tshaɳʈɳa,,,Hinchã̄ṭnā < *chaṇṭ,vtchoose,выбирать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1214,tsʰap,tshap,NOUN,4_m-C,Hin chāp<*chapp,trace,след,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1215,tsʰapər,tshapər,NOUN,4_m-C,Mandeali chaːppər < chattvará,roof,крыша,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1216,tsʰati,tshati,,,OIA*chātti,n3_f-V1) chest,грудная клетка 2) breast грудь tsʰaʈɳa vtмолотить (без инструмента),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1217,tsʰeli,tsheli,NOUN,3_f-Vgoatling,OIA*chagalla,(female),козлёнок (самка),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1218,tsʰelu,tshelu,NOUN,2_m-V,OIA*chagalla,goatling (male),козлёнок (самец),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1219,tsʰeni,tsheni,NOUN,3_f-Vchisel,Hinchenī < chēdana,chisel,долото,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1220,tsʰɛka,tshɛka,NOUN,1_m-a,"Bad OIA, ɛ/ɐ IA language, Suspicious IA etymology caṭatkāra",speed,"скорость tsʰɛka kɛrna (Bad OIA, ɛ/ɐ IA language, Suspicious IA etymology caṭatkāra ) vtmake hurry торопиться",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1221,tsʰɛke,tshɛke,,,"Bad OIA, Suspicious IA etymology, ɛ/ɐ IA languagecaṭatkāra",adv1) fast,быстро 2) soon скоро 3) early рано,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1222,tsʰilɽa,tshilɽa,,,OIA*chilla,n1_m-a flatbread,лепёшка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1223,tsʰinda,tshinda,,,OIA*chindati,n1_m-a earhole,дырочки в ушах,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1224,tsʰinkɳa,tshinkɳa,,,Bad OIA wordchikkā,visneeze,чихать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1225,tsʰiɽ,tshiɽ,NOUN,5_f-Cvoice,Unknown,sound,"голос, громкий звук",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1226,tsʰiɽəkɳa,tshiɽəkɳa,,,OIA*chiṭ,vtsprinkle,брызгать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1227,tsʰiɽi,tshiɽi,NOUN,3_f-V1),"Bad OIA, Suspicious IA etymology chinná or chidrá",firewood,дрова 2) 25 of 32 7/7/2023 9:54 PM wood дерево tsʰolɳa vtchurn  пахтать mathna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1228,tsʰoɽna,tshoɽna,,,"Hin, Bad OIA word choṛna < kṣōṭayati",vtleave,"покидать tsʰotka adjthem. short низкорослый, приземистый tsʰoʈka adjthem. невысокий (о человеке) choṭa",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1229,tsʰɔh,tshɔh,NUM,,"Himachali, Bad OIA word chɔ < *kṣaṭ or *kṣvaṭ.",six,шесть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1230,tsʰɔli,tshɔli,,,OIA†*challī,n3_f-V,початок? зерно кукурузыcorn кукуруза tsʰɔɳavtroof крыть крышу chat lag āna tsʰɔɽna vtabandon покидать choṛna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1231,tsʰɔw̃a,tshɔwa,,,Bad OIA word ṣaṣṭhá + ma,ordnumsixth,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1232,tsʰɔw̃e,tshɔwe,,,Bad OIA word ṣaṣṭhá + ma,adv1) day after day after day after day after tomorrow,послепослепослепослезавтра 2) day before day before day beforeday before yesterday позапозапозапозавчера,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1233,tsʰɽĩg,tshɽig,NOUN,5_f-Cspark,Bad OIAsphuliṅgaɔgi ri tsʰɽinga be hera,,"искра tsʰura marna vtstabзакалывать tsʰutsʰa adj them. proud, arrogant гордый, надменный sāda, kājus Tʃ tʃ",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1234,tʃah,tʃah,NOUN,6_f-ateaчай,Chinese Chhâ,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1235,tʃaku,tʃaku,NOUN,2_m-V,"Pers, Hinca ̄qū",knife,нож,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1236,tʃambɽa,tʃambɽa,NOUN,1_m-a,OIAtāmrá X trápu +met?,cauldron,"котёл tʃangn4_m-C обрыв tʃaɳɖn 5_f-Cattire, luxury наряд, роскошь",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1237,tʃeka,tʃeka,,,"OIAtriká, *trikka",n1_m-a waist,поясница kamar,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1238,tʃəleɖa,tʃəleɖa,NOUN,,"dental sonant only IA language, Suspicious IA etymology chala",ghost (invisible),"призрак (невидимый, полтергейст)",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1239,tʃips,tʃips,NOUN,4_m-C,Eng chips,shist tiles,сланцевая черепица,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1240,tʃir,tʃir,NOUN,4_m-C,Skrcīra,fabric,"ткань tʃiɽwan1_m-a как гуджаратский рис поха, с куркумойparched rice поджаренный рис26 of 32 7/7/2023 9:54 PM",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1241,tʃiʈkəɳ,tʃiʈkəɳ,NOUN,7_f-ilatch,Punjabi ciṭkaṇi,,щеколда tʃiʈɳavtsting жалить о насекомых makhī ādi dvāra kāṭna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1242,tʃiʈʰi,tʃiʈhi,,,Hin ciṭṭhi ̄ < *ciṣṭa,n3_f-Vletter,письмо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1243,tʃiz,tʃiz,,,Eng cheese,n4_m-C cheese,сыр tʃoh-tʃoh-tʃoh interj(calling for a dog) (подзывание собаки),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1244,tʃoɽna,tʃoɽna,,,OIAtrōṭáyati,vt1) break,ломать 2) pluckсрывать (о плодах) tʃɔəʈʰcardnum sixty four tʃɔkn 4_m-C square площадь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1245,tʃɔkɳa,tʃɔkɳa,,,Bad OIA wordtakrá + met,vibecome rotten (about food)become rotten,протухать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1246,tʃɔɳna,tʃɔɳna,,,Unknown,vigroan,стонать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1247,tʃɔrs,tʃɔrs,,,"Punjabi, Hin cauras < cáturaśri",n4_m-C cube,куб,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1248,tʃuhadani,tʃuhadani,NOUN,3_f-Vmousetrap,"Hin, Pers cu ̄hā + dāni",,мышеловка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1249,tʃust,tʃust,ADJ,,Pers chust,athem. active,"бодрый tʃuʃɳavtsuck, lick сосать",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1250,tʃuʈɳa,tʃuʈɳa,,,OIAtrúṭyati,vibe broken,ломаться Tʃʰ tʃʰ tʃʰaəʈʰcardnum sixty six,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1251,tʃʰar,tʃhar,,,OIAkṣārá,n4_m-C ash,зола rākh,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1252,tʃʰet,tʃhet,NOUN,4_m-C,Cr assimilation IA languagekṣḗtra,field,"поле tʃʰipɳa vtwarm греться garm hona, tapna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1253,tʃʰɔɳ,tʃhɔɳ,NOUN,4_m-C,OIAkṣaṇa,moment,момент tʃʰɔpɳa vidry up dry up выкипать pānī ka sūkh jāna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1254,tʃʰɔʃɳa,tʃhɔʃɳa,VERB,,"TibTibeto-BurmanProto-Sino-Tibetan: *chāw, Kanauri tsho-, tshos ‘fat’ (adj","rub, massage","натирать, массировать māliś karnā",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1255,tʃʰɔtʃi,tʃhɔtʃi,,,"OIAchattra, -rikā",n3_f-Vmushroom,гриб,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1256,tʃʰura,tʃhura,NOUN,1_m-a,OIAkṣurá,knife,нож 27 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1257,tʃʰuri,tʃhuri,NOUN,3_f-Vknifeнож,OIAkṣurá,Ʈ ʈ,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1258,ʈabər,ʈabər,,,compensatory lenghtening IA language †*ṭabbara-,n4_m-C family,семья,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1259,ʈajm,ʈajm,NOUN,5_f-Ctime,Eng time,,время,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1260,ʈajr,ʈajr,,,Eng tyre,"n4_m-C wheel, tyre","колесо, ibyf ʈalɳavtвыпалывать cunna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1261,ʈaɭa,ʈaɭa,NOUN,1_m-a,Bad OIAtala X *ṭāḍa,upper floor,верхний этаж дома makān kī sabse ūpar kī mãzil,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1262,ʈang,ʈang,NOUN,5_f-C1),"Himachaliṭaṅka, ṭaṅga",foot,ступня 2) leg нога ʈangiɳa vihang висеть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1263,ʈangɳa,ʈangɳa,,,Hinṭā̃gnā < *ṭaṅg,vthang on,вешать ʈaɳan 1_m-a warp основа (ткани),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1264,ʈapri,ʈapri,,,"Himachali, Mandeali t ̣aːppri < *tarpa met",n3_f-Vsmall hut in the fieldhut,хижина,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1265,ʈapu,ʈapu,NOUN,2_m-V,OIA*ṭāppuka,island,остров,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1266,ʈaʈa,ʈaʈa,,,"Mandeali, Himachali ʈaʈo или ṭaːṭṭa < *ṭaṭṭa",adjthem. dumb,немой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1267,ʈaʈu,ʈaʈu,NOUN,2_m-V,Bad OIA*ṭōṭṭa,1) throat,горло 2) gullet глотка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1268,ʈauɳa,ʈauɳa,,,OIA*ṭaüna,adjthem. deaf,глухой ʈekɳavtleanприслоняться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1269,ʈeks,ʈeks,NOUN,4_m-C,Eng tax,tax,налог ʈeɳaadj them. squint-eyed косоглазый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1270,ʈeɳɖa,ʈeɳɖa,,,Suspicious IA etymology tinduka,n1_m-a eye  (abusive) eye,глаз (abusive),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1271,ʈeɳʈ,ʈeɳʈ,NOUN,4_m-C,Eng tent,tent,палатка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1272,ʈepra,ʈepra,ADJ,,OIA†*tēpya-,them. half-minded,"сомневающийся, неуверенный, рассеянный",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1273,ʈer,ʈer,,,OIAṭēraka or ṭagara,n5_f-Cneck ligament sprain,растяжение связок шеи,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1274,ʈɛbr,ʈɛbr,NOUN,4_m-C,ɛ/ɐ IA language †*ṭabbara-,relative,родственник,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1275,ʈɛjnʈa,ʈɛjnʈa,NOUN,1_m-a,Bad OIA*traṭṭa / *thaṭṭha / taṣṭá,thatch,кровля ʈɛkriɳa vihit the target бить в цель niśāna lagāna28 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1276,ʈiɖa,ʈiɖa,,,Bad OIA word*tiḍḍa,n1_m-a grasshopper,кузнечик,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1277,ʈik,ʈik,NOUN,5_f-Ctika,OIA*ṭikka,on the forehead,тика на лбу ʈikɳavi1) persistудержаться 1.1) vitake roottake root,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1278,ʈimɳa,ʈimɳa,,,Suspicious IA etymology*ṭipp,vtfix to fix by pinning up,прикалывать hed karke kis ī cīz ko lag āna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1279,ʈipɭa,ʈipɭa,,,OIA*ṭipp-²,n1_m-a tear,слеза,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1280,ʈipu,ʈipu,,,OIA*ṭipp-,n2_m-V drop,капля ʈirn 5_f-Csmall and thin tree маленькое и тонкое дерево ʈiʃinterjТак отгоняют кошку shoo!кыш!,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1281,ʈiʈɭa,ʈiʈɭa,,,Bad OIA word *tiḍḍa-,n1_m-a grasshopper,кузнечик,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1282,ʈokɳa,ʈokɳa,,,OIA*ṭōkk,vt1) cut,стругать 2) перебивать 3) врезать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1283,ʈokɽa,ʈokɽa,,,OIA*ṭōkka,n1_m-a big basket,большая заплечная корзина,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1284,ʈokɽi,ʈokɽi,,,OIA*ṭōkka,n3_f-Vsmall basket,корзинка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1285,ʈokɽu,ʈokɽu,NOUN,2_m-V,OIA*ṭōkka,small basket,корзинка ʈolhn7_f-irock глыба,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1286,ʈopa,ʈopa,NOUN,1_m-a,OIA*ṭōppa,dancer's hat,шапка танцора,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1287,ʈopi,ʈopi,NOUN,3_f-Vhatшапка,OIA*ṭōppa,तोपी,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1288,ʈũbɭa,ʈubɭa,,,Bad OIA word ūrdhvá + echo,adjthem. turned upside down,перевернутый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1289,ʈuka,ʈuka,NOUN,1_m-a,OIA*ṭukka,haystack,стог сена,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1290,ʈulɳa,ʈulɳa,,,Bad OIA word*ṭōll,vinod,дремать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1291,ʈuɳɖu,ʈuɳɖu,,,OIA*ṭuṇṭa etc,n2_m-V hand,рука,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1292,ʈura,ʈura,ADJ,,Suspicious IA etymology turá,them. big-eared,"ушастый ʈuʃɳavtwash  мыть, чистить sāf karna Ʈʰ ʈʰ ʈʰaəʈʰcardnum sixty eight",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1293,ʈʰakər,ʈhakər,,,OIAṭhakkura,n4_m-C 1) lord,"господин, господь 2) name of a landlord  caste ʈʰakɳavtstop останавливать rokna29 of 32 7/7/2023 9:54 PM",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1294,ʈʰakri,ʈhakri,,,OIAṭhakkura,nprop3_f-V Thakri (female name),Тхакри (женское имя),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1295,ʈʰakru,ʈhakru,PROPN,2_m-V,OIAṭhakkura,Thakru (male name),Тхакру (мужское имя),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1296,ʈʰaɳa,ʈhaɳa,NOUN,1_m-a,OIAsthāˊna,"prison, jail",тюрьма ʈʰapərna vt1) catch ловить catch2) grasp хватать рукой hāth se paka ṛna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1297,ʈʰɐk-ʈʰɐk,ʈhɐk-ʈhɐk,,,"Punjabi, Hin  ṭhak-ṭhak < *ṭhakk¹",n5_f-Cknock,стук,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1298,ʈʰɐnkɳa,ʈhɐnkɳa,,,"Hin, ɛ/ɐ IA language ṭhanaknā <*ṭhan","viding, jingle",звенеть (о металле) ʈʰeln 7_f-ilogтолстая деревяшка ʈʰɛgɳavtcheat обманывать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1299,ʈʰɛɳɖa,ʈhɛɳɖa,,,"Hin, Bad OIA word t ̣haṇḍā < stabdha",adjthem. cold,холодный ṭ hanḍā ʈʰiməkɳa vt1) догнать 2) grasp хватать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1300,ʈʰiɳ-miɳi,ʈhiɳ-miɳi,NOUN,3_f-Vringing,Bad OIA word*ṭhan,the bell during pooja,удар в колокол во время пуджи,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1301,ʈʰoɖɖi,ʈhoɖɖi,NOUN,3_f-Vchin,OIA*ṭhōḍḍa,,подбородок ʈʰor marni (TibTibeto-Burman *t(h)ŭr) vtrun бежать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1302,ʈʰurɖa,ʈhurɖa,NOUN,1_m-a,"Bad OIA word *ṭhuṭṭha,*thuḍḍ-: X khura-",animal's paw or hoof,нога животного,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1303,ʈʰurna,ʈhurna,VERB,,Suspicious IA etymology *t(h,run,бежать ʈʰuɽəkɳa vtвстряхивать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1304,ʈʰuʈʰi,ʈhuʈhi,NOUN,3_f-Vsmoking,OIA*thuttha-,pipe,курительная трубка U u,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1305,ubəɽ-kʰabəɽ,ubəɽ-khabəɽ,,,OIAúdvartatē ? udvartman ?,adjathem. uneven,неровный asamatal,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1306,ũbla,ubla,,,Bad OIA wordūrdhvá X ū̃dhā 'face-down',adjupside down,"перевернутый, обратный ulṭā",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1307,ubʰərna,ubhərna,,,OIAúdbharati,vishake (in ecstasy),дрожать в трансе,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1308,udzəɽna,udzəɽna,,,OIA*ujjaṭati,vibreak,разрушаться udʒn 4_m-C topверх,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1309,uɖna,uɖna,,,OIAuḍḍīyatē,vifly,"летать ugu kɛrna (Bad OIA word, Suspicious IA etymology avagaṇa?) vcaste avoidance30 of 32 7/7/2023 9:54 PM кастовое избегание bāyakāṭ",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1310,ugʰəɽna,ughəɽna,,,OIA*udghaṭati,viconfess,"рассказывать правду, признаваться, виниться saccāi batāna, kasūr mānna ũira1) poss3.NONANIM.PROX.POSS3.NONANIM.PROX.POSS 2) demдля случаев, когда антецедент - ситуация или придаточное предложениеit.OBL это.OBL",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1311,ukəɭna,ukəɭna,,,dental sonant only IA language*utkalati,viclimb up,лезть вверх,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1312,ukʰəɭ,ukhəɭ,NOUN,4_m-C,OIAulūˊkhala,grinding pit for cleaning ricestone mortar,ступа,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1313,ukʰərna,ukhərna,,,"Bad OIA, неопознанный индоарийский язык, где kṣ>khkh IA language, Suspicious IA etymology *avakṣala ?",vibecome clean (about clothes),отстирываться об одежде,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
1314,ulh,ulh,NOUN,4_m-C,Bad OIAūˊdhas,udder,"вымя ulʈa kawɽa (OIA*ullaṭati  *kāvaraka ) n 1_m-a batлетучая мышьбукв. ""перевёрнутая ворона""",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
